ESTU;REGISTRO;ID_CIS;MODE;FECHAINI;HORAINI;FECHAFIN;HORAFIN;DURACION;IDSCREEN;CCAA;PROV;MUN;TAMUNI;NACIONALIDAD;PAIS_NACIONALIDAD;SEXO;BIRTH;MES_NACIMIENTO;DECADA;URBRURAL;INTERNET;QTIME_1;QTIME_2;QTIME_3;INTERNETHH;INTERNETMM;HORA_INCIO_V;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61_1;V61_2;V61_3;V61B;V62;HORA_FIN_VISSP;UNION_1;INTPOL;LEFT_RIGHT;IDEOL_CATEG_1;IDEOL_CATEG_2;C_SATISFVIDA_24;LUGAR_NAC;PROV_NAC;PAIS_NACIMIENTO;YEAR_ARRIVAL;F_BORN;F_BORN1;M_BORN;M_BORN1;FATH_WORK;FATH_ISCO08;FATH_NAT_DEGR;MOTH_WORK;MOTH_ISCO08;MOTH_NAT_DEGR;GENDER_ID;ORIENTAC_SEXUAL;NAT_DEGR;EDUCYRS;REPETICION;EDAD_REPETICION;TIPO_COLEGIO;TIPO_COLEGIO_2;WORK_1;C_SATISFTRABAJO;WRKHRS;EMPREL;WRKSUP;NSUP;TYPORG1;ISCO08;NACE_2;MAINSTAT_M_1;MAINSTAT_M_2;MAINSTAT_M_3;MAINSTAT_M_4;MAINSTAT_M_5;MAINSTAT_M_6;MAINSTAT_M_7;MAINSTAT_M_8;MAINSTAT_M_9;MAINSTAT_M;MAINSTAT;PARTLIV;SPNAT_DEGR;SPWORK;SPWRKHRS;SPEMPREL;SPWRKSUP;SPISCO08;SPNACE_2;SPMAINST_M_1;SPMAINST_M_2;SPMAINST_M_3;SPMAINST_M_4;SPMAINST_M_5;SPMAINST_M_6;SPMAINST_M_7;SPMAINST_M_8;SPMAINST_M_9;SPMAINST_M;SPMAINST;MARITAL;NBCHLD_LS18_1;NBCHLD_LS18_2;NBCHLD_GT18_1;NBCHLD_GT18_2;CHILD_D;NAT_RELIG;ATTEND;TOPBOT;TOPBOT_PADRES;TOPBOT_HIJOS;MERIT;VOTE_LE;NAT_PRTY;NAT_ETHN_1;NAT_ETHN_2;HOMPOP_TOT;HMP_SB_1;HMP_SB_2;HMP_SB_3;HMP_SB_4;HMP_SB_5;HMP_SB_6;HMP_SB_7;HMP_SB_8;HMP_SB_9;HMP_SB_10;HMP_GD_1;HMP_GD_2;HMP_GD_3;HMP_GD_4;HMP_GD_5;HMP_GD_6;HMP_GD_7;HMP_GD_8;HMP_GD_9;HMP_GD_10;HMP_YR_1;HMP_YR_2;HMP_YR_3;HMP_YR_4;HMP_YR_5;HMP_YR_6;HMP_YR_7;HMP_YR_8;HMP_YR_9;HMP_YR_10;NAT_INC;NAT_RINC;DIFICULT_ECO;HORA_FINC;ENC1;ENC2;ENC2A_1;ENC2A_2;ENC3;ENC3A_CAWI_1;ENC3A_CAWI_2;ENC3A_CAWI_3;ENC3A_CAWI_4;ENC3A_CAWI_5;ENC3A_CAWI_96;ENC3A_CAWI_99;ENC3A_PAPEL_1;ENC3A_PAPEL_2;ENC3A_PAPEL_3;ENC3A_PAPEL_4;ENC3A_PAPEL_5;ENC3A_PAPEL_96;ENC3A_PAPEL_99;ENC4;ENC5;IA_E1_DIA;IA_E1_MES;IA_E1_ANYO;IA_E2;IA_E3;IA_E4;IA_VALIDA;IA_APLAZADA;IA_MODIFICADA;IA_SUPERVISADA;IA_C2;IA_C2A;IA_C3;IA_C4;GRABADOR;PARTIALS;EDAD;INTERNETOT;COB_SANITARIA;FATH_OCUPAISCO08;MOTH_OCUPAISCO08;ESTUDIOS;OCUPAISCO08;RAMA;SITLAB;ISCO08R;SPESTUDIOS;OCUPASPISCO08;SPRAMA;SPSITLAB;NBCHLD_TOT;RELIGION;RECUERDO;NIVELEDU;PESODIS;PESO;PESOFIN
3462.0;407.0;4219.0;41.0;14/05/2024;21:24:07;15/05/2024;0:05:57;9706.0;"428;926";12.0;27.0;0.0;1.0;3.0;123.0;1.0;1961.0;4.0;;5.0;1.0;;;;;;21:26:24;1.0;3.0;5.0;4.0;5.0;2.0;5.0;1.0;1.0;1.0;3.0;3.0;5.0;3.0;3.0;3.0;4.0;8.0;8.0;3.0;8.0;97.0;;;;;;1.0;2.0;1.0;3.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;3.0;3.0;3.0;8.0;4.0;10.0;10.0;2.0;1.0;5.0;5.0;2.0;2.0;160.0;84.0;8.0;8.0;1.0;1.0;2.0;3.0;1.0;2.0;1.0;;;23:53:52;3.0;3.0;9.0;98.0;99.0;9.0;2.0;;123.0;9998.0;2.0;123.0;2.0;123.0;1.0;3359.0;1.0;3.0;;1.0;1.0;1.0;3.0;999.0;2.0;;1.0;3.0;1.0;9.0;998.0;1.0;2.0;;2.0;5245.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;3.0;1.0;4.0;1.0;2.0;9111.0;81.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;0.0;2.0;1.0;3.0;1.0;5.0;6.0;4.0;1.0;10.0;5.0;;13.0;99.0;5.0;1.0;2.0;5.0;5.0;;;;;;;2.0;2.0;1.0;1.0;;;;;;;1971.0;1997.0;1992.0;2022.0;;;;;;;9.0;8.0;1.0;0:05:25;3.0;1.0;;;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;N.P.;15.0;5.0;24.0;3.0;162.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;63.0;;6.0;3.0;;2.0;5.0;4.0;1.0;5.0;2.0;9.0;4.0;1.0;3.0;2.0;95.0;1.0;0.99345;0.99434;0.57734
3462.0;894.0;4220.0;41.0;19/05/2024;18:54:42;19/05/2024;19:42:02;2838.0;"1920;1080";12.0;27.0;0.0;1.0;1.0;;2.0;1952.0;99.0;;4.0;3.0;;;;;;18:56:07;8.0;2.0;1.0;2.0;4.0;4.0;1.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;4.0;2.0;4.0;2.0;4.0;2.0;4.0;3.0;2.0;3.0;4.0;2.0;4.0;4.0;2.0;4.0;4.0;3.0;4.0;3.0;3.0;3.0;4.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;10.0;2.0;1.0;5.0;6.0;4.0;1.0;163.0;55.0;2.0;1.0;2.0;2.0;1.0;3.0;1.0;1.0;2.0;;1.0;19:10:53;2.0;4.0;4.0;6.0;9.0;4.0;1.0;27.0;;;1.0;;1.0;;1.0;4211.0;2.0;2.0;7531.0;1.0;2.0;1.0;9.0;998.0;1.0;98.0;2.0;1.0;2.0;;;1.0;1.0;10.0;1.0;3343.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;13.0;2.0;;9.0;2.0;5329.0;86.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;1.0;1.0;3.0;0.0;8.0;5.0;4.0;3.0;5.0;1.0;2.0;13.0;99.0;2.0;1.0;;;;;;;;;;1.0;;;;;;;;;;1957.0;;;;;;;;;;7.0;97.0;4.0;19:38:06;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;19.0;5.0;24.0;7.0;48.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;72.0;;5.0;4.0;7.0;4.0;3.0;4.0;7.0;12.0;6.0;5.0;4.0;7.0;2.0;1.0;2.0;3.0;0.99345;0.99434;1.39832
3462.0;2116.0;4224.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;12.0;32.0;0.0;1.0;1.0;;2.0;1984.0;8.0;;4.0;4.0;0.0;0.0;1.0;98.0;98.0;N.P.;2.0;2.0;3.0;5.0;4.0;4.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;2.0;2.0;2.0;5.0;3.0;2.0;4.0;5.0;2.0;1.0;1.0;4.0;4.0;2.0;2.0;2.0;4.0;4.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;10.0;2.0;1.0;2.0;5.0;2.0;2.0;158.0;70.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;9.0;9.0;;;N.P.;1.0;3.0;10.0;1.0;3.0;10.0;1.0;32.0;;;1.0;;1.0;;1.0;7521.0;3.0;1.0;4120.0;6.0;2.0;1.0;14.0;998.0;1.0;99.0;1.0;2.0;1.0;10.0;35.0;1.0;2.0;;1.0;2342.0;85.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;2.0;1.0;40.0;2.0;2.0;7112.0;43.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0;5.0;5.0;0.0;1.0;1.0;1.0;13.0;3.0;1.0;2.0;;;;;;;;;1.0;1.0;;;;;;;;;1983.0;2019.0;;;;;;;;;7.0;6.0;4.0;N.P.;3.0;4.0;99.0;99.0;3.0;;;;;;;;;;;;;;;4.0;09/06/2024;9.0;6.0;24.0;7.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;39.0;98.0;2.0;7.0;4.0;6.0;2.0;4.0;1.0;2.0;1.0;7.0;3.0;1.0;1.0;2.0;1.0;4.0;0.99345;0.99434;1.01104
3462.0;868.0;4227.0;41.0;19/05/2024;12:22:49;19/05/2024;12:46:02;1391.0;"1536;864";12.0;27.0;0.0;1.0;1.0;;1.0;1975.0;99.0;;8.0;1.0;;;;;;12:24:17;7.0;5.0;1.0;5.0;5.0;1.0;5.0;1.0;1.0;5.0;8.0;8.0;8.0;5.0;5.0;5.0;5.0;8.0;8.0;1.0;8.0;6.0;1.0;1.0;1.0;8.0;8.0;8.0;8.0;5.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;5.0;8.0;10.0;10.0;1.0;1.0;1.0;9.0;5.0;2.0;190.0;80.0;8.0;4.0;4.0;1.0;4.0;8.0;1.0;2.0;2.0;;;12:37:02;2.0;1.0;98.0;98.0;99.0;10.0;1.0;99.0;;;1.0;;1.0;;8.0;9999.0;1.0;8.0;9999.0;1.0;7.0;7.0;5.0;998.0;8.0;;8.0;8.0;1.0;10.0;998.0;1.0;2.0;;5.0;9999.0;999.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;;2.0;1.0;3.0;;;;;;;;;;;;;;1.0;9.0;;9.0;;;;;9.0;8.0;8.0;98.0;99.0;99.0;10.0;2.0;;98.0;99.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.0;8.0;12:45:18;8.0;4.0;5.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;19.0;5.0;24.0;7.0;24.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;49.0;;2.0;99.0;99.0;3.0;99.0;9.0;8.0;14.0;1.0;;;9.0;0.0;3.0;90.0;2.0;0.99345;0.99434;1.04941
3462.0;1660.0;4228.0;41.0;12/06/2024;17:35:59;12/06/2024;17:53:05;1017.0;"393;876";12.0;36.0;0.0;1.0;1.0;;1.0;1961.0;1.0;;4.0;4.0;1.0;0.0;0.0;2.0;99.0;17:36:51;3.0;3.0;5.0;3.0;3.0;2.0;3.0;4.0;3.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;5.0;3.0;2.0;1.0;3.0;3.0;5.0;5.0;1.0;4.0;2.0;4.0;4.0;2.0;2.0;2.0;3.0;1.0;3.0;9.0;3.0;4.0;5.0;4.0;5.0;1.0;1.0;6.0;6.0;3.0;1.0;998.0;998.0;3.0;3.0;4.0;3.0;3.0;3.0;1.0;1.0;1.0;;1.0;17:44:36;3.0;2.0;98.0;98.0;99.0;8.0;1.0;36.0;;;1.0;;1.0;;1.0;7112.0;3.0;3.0;;3.0;1.0;1.0;3.0;998.0;2.0;;1.0;2.0;1.0;6.0;40.0;1.0;2.0;;3.0;7112.0;43.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;3.0;1.0;40.0;1.0;2.0;8189.0;10.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;0.0;2.0;0.0;2.0;1.0;6.0;5.0;5.0;4.0;10.0;1.0;97.0;13.0;99.0;4.0;1.0;2.0;5.0;;;;;;;;2.0;1.0;2.0;;;;;;;;1964.0;2000.0;1999.0;;;;;;;;4.0;2.0;3.0;17:52:19;3.0;3.0;5.0;4.0;3.0;;;;;;;;;;;;;;;;N.P.;12.0;6.0;24.0;3.0;17.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;63.0;2.0;8.0;7.0;;2.0;7.0;3.0;1.0;7.0;2.0;8.0;2.0;1.0;2.0;2.0;97.0;1.0;0.99345;0.99434;0.57734
3462.0;897.0;4229.0;41.0;19/05/2024;20:02:20;20/06/2024;8:21:54;1646.0;"384;832";12.0;36.0;0.0;1.0;1.0;;1.0;1989.0;12.0;;4.0;4.0;1.0;1.0;0.0;1.0;30.0;20:03:40;5.0;4.0;5.0;1.0;5.0;3.0;5.0;5.0;4.0;2.0;5.0;3.0;5.0;4.0;3.0;2.0;3.0;3.0;3.0;4.0;1.0;3.0;4.0;4.0;1.0;2.0;3.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;4.0;4.0;5.0;2.0;5.0;3.0;3.0;3.0;2.0;6.0;3.0;2.0;6.0;2.0;5.0;4.0;3.0;2.0;174.0;65.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;1.0;;;20:15:28;3.0;1.0;10.0;1.0;99.0;2.0;1.0;36.0;;;1.0;;1.0;;2.0;7112.0;3.0;2.0;6121.0;3.0;1.0;1.0;3.0;998.0;1.0;17.0;1.0;3.0;1.0;7.0;45.0;1.0;2.0;;3.0;4110.0;82.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;4.0;1.0;40.0;1.0;2.0;7231.0;95.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;6.0;2.0;0.0;0.0;0.0;3.0;1.0;5.0;4.0;5.0;2.0;6.0;1.0;1.0;1.0;99.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;1.0;2.0;;;;;;;;1982.0;2015.0;2017.0;;;;;;;;5.0;3.0;3.0;8:21:14;3.0;4.0;2.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;20.0;6.0;24.0;4.0;28.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;34.0;1.5;6.0;7.0;6.0;2.0;4.0;4.0;1.0;4.0;5.0;7.0;4.0;1.0;2.0;2.0;1.0;1.0;0.99345;0.99434;3.2148
3462.0;1643.0;4231.0;41.0;12/06/2024;12:28:10;12/06/2024;12:51:06;1375.0;"1536;864";12.0;32.0;0.0;1.0;1.0;;2.0;1970.0;4.0;;4.0;5.0;1.0;0.0;0.0;2.0;99.0;12:29:19;1.0;2.0;5.0;2.0;5.0;4.0;8.0;8.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;4.0;2.0;4.0;3.0;5.0;3.0;1.0;1.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;3.0;3.0;3.0;2.0;3.0;3.0;10.0;1.0;1.0;6.0;6.0;2.0;2.0;159.0;65.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;;;12:39:50;1.0;2.0;5.0;6.0;99.0;10.0;1.0;32.0;;;1.0;;1.0;;1.0;7112.0;2.0;3.0;;2.0;2.0;1.0;6.0;12.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;1.0;7531.0;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;1.0;6.0;1.0;8.0;1.0;2.0;9312.0;43.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;0.0;2.0;0.0;3.0;0.0;8.0;4.0;3.0;5.0;10.0;2.0;;13.0;99.0;2.0;1.0;;;;;;;;;;1.0;;;;;;;;;;1967.0;;;;;;;;;;77.0;77.0;3.0;12:50:33;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;12.0;6.0;24.0;3.0;23.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;54.0;2.0;2.0;7.0;;3.0;7.0;2.0;2.0;16.0;3.0;9.0;3.0;1.0;2.0;1.0;90.0;2.0;0.99345;0.99434;1.37239
3462.0;1633.0;4232.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;12.0;15.0;0.0;1.0;1.0;;1.0;1965.0;9.0;;5.0;4.0;1.0;0.0;0.0;1.0;99.0;N.P.;4.0;2.0;3.0;4.0;5.0;3.0;5.0;3.0;2.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;6.0;1.0;1.0;1.0;5.0;5.0;4.0;5.0;2.0;4.0;3.0;5.0;5.0;5.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;10.0;2.0;1.0;6.0;6.0;3.0;1.0;175.0;85.0;1.0;1.0;3.0;1.0;1.0;3.0;9.0;1.0;9.0;;4.0;N.P.;2.0;2.0;77.0;99.0;99.0;3.0;1.0;15.0;;;1.0;;1.0;;2.0;6114.0;3.0;2.0;6111.0;3.0;1.0;1.0;6.0;9.0;1.0;14.0;1.0;2.0;1.0;8.0;40.0;1.0;2.0;;1.0;4412.0;53.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;14.0;2.0;;2.0;1.0;5221.0;16.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;2.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;4.0;3.0;4.0;5.0;1.0;97.0;1.0;13.0;3.0;9.0;9.0;;;;;;;;;9.0;9.0;;;;;;;;;9999.0;9999.0;;;;;;;;;77.0;77.0;3.0;N.P.;3.0;1.0;;;3.0;;;;;;;;;;;;;;;3.0;07/06/2024;7.0;6.0;24.0;5.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;58.0;1.0;3.0;6.0;6.0;3.0;4.0;4.0;1.0;4.0;6.0;5.0;2.0;1.0;1.0;1.0;97.0;2.0;0.99345;0.99434;1.13381
3462.0;1596.0;4234.0;41.0;11/06/2024;16:00:03;11/06/2024;16:45:20;2715.0;"1600;900";12.0;32.0;0.0;1.0;1.0;;1.0;1961.0;5.0;;4.0;5.0;1.0;0.0;0.0;3.0;99.0;16:02:06;4.0;3.0;3.0;2.0;5.0;4.0;4.0;3.0;3.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;2.0;4.0;3.0;4.0;3.0;6.0;2.0;1.0;1.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;1.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;1.0;4.0;6.0;4.0;2.0;180.0;72.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;2.0;2.0;;;16:20:20;3.0;3.0;5.0;98.0;99.0;5.0;1.0;32.0;;;1.0;;1.0;;2.0;8322.0;4.0;2.0;5131.0;4.0;1.0;1.0;6.0;10.0;1.0;9.0;1.0;3.0;3.0;;;;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;8.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;2.0;0.0;6.0;1.0;4.0;5.0;5.0;5.0;2.0;1.0;99.0;13.0;99.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1964.0;;;;;;;;;;99.0;99.0;4.0;16:43:57;3.0;3.0;9.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;11.0;6.0;24.0;2.0;46.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;63.0;3.0;2.0;8.0;5.0;3.0;;;1.0;11.0;4.0;;;7.0;2.0;2.0;99.0;2.0;0.99345;0.99434;1.13381
3462.0;619.0;4238.0;41.0;16/05/2024;11:18:40;16/05/2024;11:48:55;1812.0;"1920;1080";12.0;15.0;0.0;1.0;1.0;;1.0;1944.0;6.0;;4.0;1.0;;;;;;11:20:13;3.0;2.0;4.0;2.0;5.0;2.0;3.0;4.0;4.0;2.0;3.0;3.0;3.0;1.0;2.0;4.0;4.0;4.0;1.0;2.0;4.0;97.0;;;;;;2.0;5.0;3.0;4.0;9.0;3.0;3.0;2.0;9.0;9.0;3.0;1.0;3.0;3.0;1.0;2.0;3.0;3.0;10.0;1.0;8.0;6.0;5.0;3.0;2.0;170.0;777.0;3.0;1.0;8.0;2.0;2.0;3.0;1.0;2.0;2.0;;;11:37:48;3.0;2.0;77.0;98.0;99.0;98.0;1.0;15.0;;;1.0;;1.0;;7.0;;;3.0;;2.0;7.0;7.0;99.0;998.0;8.0;;8.0;8.0;2.0;;;1.0;2.0;;2.0;5411.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;98.0;2.0;;1.0;2.0;9999.0;999.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;1.0;1.0;8.0;99.0;9.0;98.0;98.0;98.0;98.0;1.0;97.0;1.0;13.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1950.0;;;;;;;;;;77.0;77.0;3.0;11:47:51;3.0;4.0;9.0;99.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;N.P.;16.0;5.0;24.0;4.0;31.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;79.0;;2.0;;;9.0;5.0;4.0;7.0;12.0;8.0;99.0;9.0;7.0;2.0;9.0;97.0;1.0;0.99345;0.99434;1.0006
3462.0;1797.0;4240.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;12.0;32.0;0.0;1.0;1.0;;2.0;7777.0;;;4.0;9.0;;;;;;N.P.;9.0;9.0;1.0;3.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;8.0;2.0;2.0;8.0;2.0;4.0;8.0;1.0;1.0;4.0;6.0;1.0;1.0;1.0;4.0;4.0;8.0;1.0;9.0;9.0;9.0;9.0;3.0;3.0;1.0;1.0;3.0;1.0;3.0;3.0;3.0;1.0;8.0;4.0;10.0;1.0;1.0;2.0;5.0;4.0;2.0;998.0;998.0;8.0;8.0;8.0;1.0;8.0;8.0;1.0;9.0;9.0;;;N.P.;3.0;1.0;77.0;99.0;99.0;98.0;1.0;32.0;;;1.0;;1.0;;2.0;9211.0;1.0;2.0;9999.0;1.0;2.0;1.0;2.0;5.0;8.0;;1.0;8.0;3.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;3.0;;;;;;;;;;;;;;;;;;;4.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;98.0;98.0;0.0;1.0;1.0;13.0;99.0;2.0;2.0;;;;;;;;;;2.0;;;;;;;;;;9999.0;;;;;;;;;;1.0;99.0;1.0;N.P.;3.0;8.0;;;3.0;;;;;;;;;;;;;;;1.0;11/06/2024;11.0;6.0;24.0;2.0;;;1.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;77.0;;2.0;9.0;99.0;1.0;;;7.0;12.0;;;;;2.0;2.0;1.0;1.0;0.99345;0.99434;1.75065
3462.0;591.0;4242.0;41.0;16/05/2024;0:09:39;16/05/2024;0:54:10;2670.0;"1280;800";12.0;36.0;0.0;1.0;1.0;;1.0;1973.0;9.0;;4.0;5.0;1.0;0.0;0.0;2.0;99.0;0:13:21;3.0;2.0;5.0;3.0;5.0;4.0;2.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;5.0;2.0;4.0;5.0;4.0;4.0;3.0;3.0;2.0;2.0;3.0;5.0;2.0;4.0;5.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;7.0;1.0;1.0;1.0;4.0;3.0;2.0;180.0;86.0;2.0;2.0;3.0;1.0;2.0;3.0;1.0;2.0;1.0;;;0:31:43;3.0;1.0;5.0;98.0;99.0;8.0;1.0;36.0;;;1.0;;1.0;;1.0;4312.0;5.0;3.0;;3.0;1.0;1.0;16.0;20.0;1.0;16.0;2.0;3.0;1.0;9.0;35.0;1.0;2.0;;1.0;4225.0;84.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;8.0;1.0;5.0;7.0;7.0;7.0;0.0;3.0;;1.0;99.0;3.0;3.0;3.0;;;;;;;;;2.0;1.0;;;;;;;;;1953.0;1949.0;;;;;;;;;8.0;3.0;4.0;0:54:00;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;16.0;5.0;24.0;4.0;45.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;50.0;2.0;6.0;4.0;;7.0;4.0;4.0;1.0;4.0;;;;;0.0;2.0;90.0;4.0;0.99345;0.99434;0.59428
3462.0;1372.0;4246.0;41.0;03/06/2024;11:02:42;03/06/2024;11:27:41;1498.0;"1280;1024";12.0;36.0;0.0;1.0;1.0;;2.0;1970.0;5.0;;4.0;5.0;1.0;0.0;0.0;6.0;99.0;11:03:58;3.0;3.0;2.0;2.0;5.0;2.0;5.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;5.0;3.0;3.0;2.0;3.0;3.0;4.0;4.0;2.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;4.0;2.0;4.0;4.0;6.0;3.0;1.0;159.0;80.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;2.0;;1.0;11:13:47;3.0;2.0;5.0;9.0;4.0;7.0;1.0;36.0;;;1.0;;1.0;;3.0;;2.0;3.0;;3.0;2.0;1.0;13.0;15.0;1.0;16.0;1.0;3.0;2.0;;;3.0;1.0;4.0;9.0;2411.0;69.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;1.0;13.0;2.0;;2.0;2.0;7115.0;43.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;6.0;;3.0;0.0;1.0;2.0;0.0;3.0;0.0;7.0;5.0;3.0;8.0;3.0;1.0;1.0;1.0;13.0;5.0;1.0;2.0;2.0;2.0;;;;;;;1.0;1.0;1.0;2.0;;;;;;;1969.0;2003.0;2004.0;2009.0;;;;;;;2.0;2.0;2.0;11:26:13;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;3.0;6.0;24.0;1.0;25.0;1.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;54.0;6.0;5.0;;;6.0;2.0;4.0;2.0;16.0;6.0;7.0;3.0;6.0;3.0;1.0;1.0;4.0;0.99345;0.99434;0.61083
